,CustomerID,Count,City,Zip Code,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Satisfaction Score,Churn Category,Avg Monthly GB Download,Unlimited Data,Total Long Distance Charges,Referred a Friend,Number of Referrals,Age,Under 30,Population
3978,0233-FTHAV,1,Livingston,95334,Female,0,0,0,60,1,Yes,Fiber optic,No,No,Yes,No,No,No,One year,1,Bank transfer (automatic),79.2,4765,No,0,49,5687,,3,,48,1,917.4,0,0,24,1,
3979,4644-PIZRT,1,Long Barn,95335,Male,0,1,1,17,1,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,1,Bank transfer (automatic),70.35,1201.65,No,0,35,2704,,3,,76,1,565.08,1,5,36,0,
3980,8922-NPKBJ,1,Manteca,95336,Male,0,1,1,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.35,867.3,No,0,21,3433,,4,,0,0,1441.86,1,10,63,0,
3981,2740-TVLFN,1,Manteca,95337,Male,0,0,0,1,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,50.15,50.15,No,0,80,3043,,3,,2,1,39.87,0,0,42,0,
3982,7771-CFQRQ,1,Mariposa,95338,Female,0,1,1,47,1,No,DSL,No,Yes,No,Yes,No,Yes,Two year,0,Bank transfer (automatic),63.8,3007.25,No,0,45,5144,,3,,57,0,1412.82,0,0,32,0,
3983,9512-PHSMG,1,Merced,95340,Female,0,1,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.55,252.75,No,0,71,4907,,3,,0,0,104.2,1,2,27,1,
3984,6963-EZQEE,1,Midpines,95345,Male,1,1,0,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),88.55,6306.5,No,0,37,4097,,3,,8,1,2865.7999999999997,1,4,69,0,
3985,2452-KDRRH,1,Mi Wuk Village,95346,Male,1,0,0,67,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),101.4,6841.05,No,0,28,5269,,4,,19,1,2602.9500000000003,0,0,76,0,
3986,4146-SVFUD,1,Modesto,95351,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.6,44.6,No,0,77,4864,,4,,2,1,45.28,0,0,45,0,
3987,1564-HJUVY,1,Modesto,95354,Male,0,0,0,4,1,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),63.75,226.2,No,0,59,2624,,5,,11,1,12.12,0,0,53,0,
3988,3617-XLSGQ,1,Modesto,95355,Female,0,1,1,66,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),109.25,7082.5,No,0,28,5865,,3,,25,0,1327.26,1,2,61,0,
3989,7517-LDMPS,1,Modesto,95356,Female,0,0,0,12,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,84.6,1017.35,No,0,75,4807,,5,,25,1,30.839999999999996,0,0,31,0,
3990,7244-KXYZN,1,Modesto,95357,Female,0,0,0,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.45,527.35,No,0,20,4690,,4,,0,0,143.52,0,0,25,1,
3991,5226-NOZFC,1,Modesto,95358,Male,0,0,0,26,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,85.75,2146.5,No,0,64,3178,,3,,13,1,1049.1000000000001,0,0,48,0,
3992,1400-WIVLL,1,Oakdale,95361,Male,0,1,0,57,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Electronic check,107.95,5969.85,No,0,24,4687,,3,,29,1,956.46,1,2,31,0,
3993,8148-NLEGT,1,Pinecrest,95364,Female,0,1,1,42,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,22.95,1014.25,No,0,24,4650,,5,,0,0,585.9,1,1,47,0,
3994,8347-GDTMP,1,Ripon,95366,Female,0,1,0,64,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.45,1225.65,No,0,78,5113,,3,,0,0,945.92,1,4,25,1,
3995,6746-WAUWT,1,Salida,95368,Male,0,0,0,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),19.7,386.5,No,0,41,4431,,4,,0,0,504.26,0,0,62,0,
3996,0428-IKYCP,1,Sonora,95370,Male,0,1,0,22,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),87.0,1850.65,No,0,49,5233,,4,,18,1,1070.96,1,9,56,0,
3997,2187-PKZAY,1,Stevinson,95374,Male,0,0,0,12,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),79.95,1043.4,No,0,71,2968,,5,,41,1,480.72,0,0,23,1,
3998,4003-OCTMP,1,Tracy,95376,Female,0,1,0,31,1,No,DSL,Yes,No,No,Yes,No,Yes,One year,1,Electronic check,64.0,1910.75,No,0,24,5191,,4,,15,1,892.8000000000001,1,9,55,0,
3999,6652-YFFJO,1,Tuolumne,95379,Female,0,0,0,11,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,64.9,716.1,No,0,80,2775,,5,,17,1,149.16,0,0,42,0,
4000,7225-IILWY,1,Turlock,95380,Male,0,1,1,68,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.75,1686.15,No,0,26,5434,,4,,0,0,1824.4399999999998,1,10,36,0,
4001,5248-RPYWW,1,Turlock,95382,Female,1,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),90.15,6716.45,No,0,49,4606,,3,,16,1,711.36,1,2,78,0,
4002,7923-IYJWY,1,Twain Harte,95383,Male,1,0,0,67,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),116.1,7839.85,No,0,60,5896,,3,,29,0,2985.52,0,0,68,0,
4003,3170-GWYKC,1,Vernalis,95385,Female,0,0,0,60,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.95,6236.75,No,0,62,5926,,4,,48,1,1372.8,0,0,30,0,
4004,9830-ECLEN,1,Winton,95388,Male,0,1,1,58,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,0,Mailed check,50.0,2919.85,No,0,45,4704,,4,,52,1,0.0,1,9,21,1,
4005,2668-TZSPS,1,Santa Rosa,95403,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.45,20.45,No,0,51,2664,,5,,0,0,39.61,0,0,32,0,
4006,7446-SFAOA,1,Santa Rosa,95407,Female,0,1,0,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.85,717.5,No,0,20,5707,,4,,0,0,573.87,1,8,54,0,
4007,9522-ZSINC,1,Santa Rosa,95409,Male,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,19.95,253.8,No,0,24,2252,,3,,0,0,95.29,0,0,34,0,
4008,8234-GSZYK,1,Albion,95410,Male,0,0,0,43,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),26.45,1110.05,No,0,51,3881,,4,,0,0,1242.7,0,0,39,0,
4009,6505-OZNPG,1,Annapolis,95412,Female,0,0,0,6,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,63.4,348.8,No,0,48,3909,,4,,52,0,0.0,0,0,21,1,
4010,6164-HAQTX,1,Boonville,95415,Male,0,0,0,71,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),53.95,3888.65,No,0,76,4094,,3,,20,1,0.0,0,0,46,0,
4011,7765-LWVVH,1,Caspar,95420,Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,1,Electronic check,95.1,6843.15,No,0,25,5584,,3,,19,1,1349.28,1,8,39,0,
4012,1658-TJVOA,1,Cazadero,95421,Female,1,0,0,6,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,74.1,450.9,No,0,79,4716,,3,,20,1,76.02,0,0,65,0,
4013,0953-LGOVU,1,Clearlake,95422,Male,0,1,1,12,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,35.5,432.25,No,0,75,2562,,4,,73,1,0.0,1,7,19,1,
4014,4692-NNQRU,1,Cloverdale,95425,Female,0,1,0,21,1,No,Fiber optic,No,No,Yes,Yes,No,No,One year,0,Electronic check,79.2,1742.45,No,0,24,4900,,3,,20,1,304.71,1,7,49,0,
4015,7742-MYPGI,1,Cobb,95426,Female,0,1,1,6,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,48.8,297.35,No,0,45,4538,,4,,10,1,296.70000000000005,1,3,39,0,
4016,9619-GSATL,1,Dos Rios,95429,Female,0,0,0,43,1,No,DSL,No,Yes,No,Yes,No,No,One year,0,Electronic check,55.45,2444.25,No,0,48,3350,,4,,19,0,68.8,0,0,38,0,
4017,5622-UEJFI,1,Duncans Mills,95430,Female,0,1,1,35,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.4,949.8,No,0,38,5070,,3,,0,0,1146.25,1,9,53,0,
4018,0674-DGMAQ,1,Elk,95432,Male,1,1,0,32,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,93.5,2970.8,No,0,77,5804,,5,,3,1,1393.28,1,9,78,0,
4019,6203-HBZPA,1,Forestville,95436,Male,0,0,0,52,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),63.9,3334.95,No,0,36,5380,,4,,18,1,0.0,0,0,57,0,
4020,0484-FFVBJ,1,Fort Bragg,95437,Male,0,0,0,32,1,No,DSL,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),64.85,2010.95,No,0,29,4895,,5,,12,1,496.64,0,0,43,0,
4021,0301-FIDRB,1,Fulton,95439,Female,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),63.8,4684.3,No,0,32,6107,,4,,22,1,0.0,1,8,61,0,
4022,4139-JPIAM,1,Geyserville,95441,Male,0,0,0,51,0,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),44.45,2181.55,No,0,62,6087,,4,,2,1,0.0,0,0,31,0,
4023,2181-TIDSV,1,Glen Ellen,95442,Male,0,1,1,68,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.95,1303.25,No,0,70,6492,,3,,0,0,1343.0,1,4,47,0,
4024,2761-XECQW,1,Glenhaven,95443,Male,1,1,0,8,0,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Mailed check,43.35,371.4,No,0,68,2560,,3,,27,1,0.0,1,1,67,0,
4025,1936-CZAKF,1,Graton,95444,Male,0,1,0,49,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,0,Credit card (automatic),49.65,2409.9,No,0,29,4283,,4,,27,1,0.0,1,8,22,1,
4026,9453-PATOS,1,Gualala,95445,Female,0,1,0,72,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,85.1,6155.4,No,0,39,4147,,4,,41,1,1478.8799999999999,1,7,24,1,
4027,4402-FTBXC,1,Hopland,95449,Male,0,0,0,54,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,0,Mailed check,89.8,4667,No,0,67,4980,,3,,24,1,1467.18,0,0,55,0,
4028,2931-XIQBR,1,Kelseyville,95451,Female,0,1,1,50,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,0,Mailed check,103.05,5153.5,No,0,72,5905,,4,,27,1,2374.0,1,7,41,0,
4029,0106-UGRDO,1,Kenwood,95452,Female,0,1,0,69,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,116.0,8182.85,No,0,37,4216,,3,,27,1,2657.88,1,3,55,0,
4030,5542-TBBWB,1,Lakeport,95453,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.9,69.9,No,0,26,3358,,4,,14,0,9.36,0,0,46,0,
4031,1930-QPBVZ,1,Laytonville,95454,Male,0,1,1,68,1,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,0,Bank transfer (automatic),95.1,6683.4,No,0,38,5748,,3,,18,1,631.7199999999999,1,3,31,0,
4032,2606-PKWJB,1,Little River,95456,Male,0,0,1,40,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,0,Mailed check,40.25,1564.05,No,0,30,4288,,4,,57,1,0.0,0,0,62,0,
4033,5322-ZSMZY,1,Lower Lake,95457,Male,0,1,1,31,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.75,755.6,No,0,32,5472,,4,,0,0,217.93,1,7,26,1,
4034,8059-UDZFY,1,Lucerne,95458,Female,1,0,1,33,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),105.35,3465.05,No,0,58,4738,,5,,19,1,420.75,0,0,73,0,
4035,7740-BTPUX,1,Manchester,95459,Male,1,1,0,55,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,113.6,6292.7,No,0,56,5754,,5,,21,1,710.05,1,7,72,0,
4036,5220-AGAAX,1,Mendocino,95460,Male,0,1,1,68,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.0,1664.3,No,0,57,5440,,4,,0,0,184.28,1,8,60,0,
4037,0208-BPQEJ,1,Middletown,95461,Female,0,1,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.4,198.1,No,0,29,3713,,3,,0,0,99.0,0,0,48,0,
4038,9435-JMLSX,1,Monte Rio,95462,Male,0,1,0,71,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),86.1,6045.9,No,0,52,6286,,4,,6,1,391.21,1,7,39,0,
4039,3352-ALMCK,1,Navarro,95463,Male,0,0,0,40,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Mailed check,102.65,4108.15,No,0,52,3655,,4,,29,1,1311.2,0,0,42,0,
4040,5312-IRCFR,1,Nice,95464,Female,0,1,1,64,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,1,Electronic check,92.85,5980.75,No,0,58,5206,,4,,69,1,2398.08,1,8,21,1,
4041,5294-IMHHT,1,Occidental,95465,Male,0,1,0,53,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,0,Bank transfer (automatic),97.75,5043.2,No,0,41,4488,,3,,17,1,1745.82,1,6,44,0,
4042,6176-YJWAS,1,Potter Valley,95469,Male,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,1,Credit card (automatic),97.95,7114.25,No,0,22,4256,,4,,3,1,2757.6,1,1,43,0,
4043,5310-NOOVA,1,Redwood Valley,95470,Male,0,0,0,46,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,19.95,907.05,No,0,55,4006,,5,,0,0,617.32,0,0,51,0,
4044,4526-EXKKN,1,Rio Nido,95471,Male,0,0,0,40,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.6,973.95,No,0,65,2601,,5,,0,0,1098.8,0,0,27,1,
4045,5311-IHLEI,1,Sebastopol,95472,Male,0,0,0,12,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),50.95,605.75,No,0,73,2716,,3,,9,1,0.0,0,0,45,0,
4046,3987-KQDDU,1,Sonoma,95476,Male,0,0,0,9,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,75.6,661.55,No,0,30,4990,,3,,6,1,189.99,0,0,58,0,
4047,3404-JNXAX,1,Ukiah,95482,Female,0,1,1,51,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,80.75,4116.9,No,0,36,6032,,4,,27,1,1507.56,1,9,40,0,
4048,5131-PONJI,1,Upper Lake,95485,Male,0,1,1,49,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),90.4,4494.65,No,0,72,5804,,3,,20,1,575.26,1,10,62,0,
4049,3489-VSFRD,1,Willits,95490,Female,0,0,0,56,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,1,Credit card (automatic),60.25,3282.75,No,0,40,4835,,4,,22,1,1728.1599999999999,0,0,32,0,
4050,3345-JHUEO,1,Windsor,95492,Male,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.2,55.7,No,0,45,4267,,3,,0,0,186.12,0,0,29,1,
4051,5815-HGGHV,1,Witter Springs,95493,Male,0,1,0,20,1,No,DSL,Yes,No,No,Yes,No,Yes,One year,1,Mailed check,64.15,1274.45,No,0,61,5969,,4,,18,0,675.6,1,3,45,0,
4052,5260-UMPWX,1,Yorkville,95494,Female,0,1,1,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.25,493.95,No,0,43,5158,,5,,0,0,635.44,1,4,41,0,
4053,5649-RXQTV,1,Alderpoint,95511,Male,0,0,0,51,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.0,5038.15,No,0,78,5787,,5,,2,1,2158.83,0,0,34,0,
4054,2674-MIAHT,1,Blocksburg,95514,Female,0,0,0,4,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,80.3,324.2,No,0,70,3132,,3,,51,1,154.96,0,0,26,1,
4055,2576-HXMPA,1,Mckinleyville,95519,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.55,19.55,No,0,38,5537,,4,,0,0,8.23,0,0,30,0,
4056,7587-AOVVU,1,Arcata,95521,Male,0,1,1,27,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,0,Electronic check,100.75,2793.55,No,0,31,3160,,3,,15,1,379.89,0,0,39,0,
4057,6898-MDLZW,1,Blue Lake,95525,Male,0,0,0,12,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,53.75,648.65,No,0,28,5385,,5,,3,1,21.6,0,0,53,0,
4058,4707-YNOQA,1,Burnt Ranch,95527,Female,0,1,1,34,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),25.6,917.15,No,0,43,5854,,4,,0,0,873.46,1,6,57,0,
4059,9357-UJRUN,1,Carlotta,95528,Male,0,1,0,24,1,Yes,DSL,Yes,No,No,Yes,No,No,One year,1,Electronic check,58.35,1346.9,No,0,45,5428,,3,,4,1,816.24,1,5,50,0,
4060,8648-PFRMP,1,Ferndale,95536,Female,1,0,0,14,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,46.35,672.7,No,0,44,2056,,4,,5,1,0.0,0,0,71,0,
4061,7663-CUXZB,1,Fields Landing,95537,Male,0,1,0,59,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,113.75,6561.25,No,0,23,6251,,3,,19,1,883.82,1,9,34,0,
4062,0258-NOKBL,1,Fortuna,95540,Male,0,0,0,3,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,0,Electronic check,90.4,268.45,No,0,61,5625,,5,,73,1,94.44,0,0,22,1,
4063,1163-VIPRI,1,Garberville,95542,Female,0,1,1,65,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Electronic check,109.3,7337.55,No,0,51,6087,,4,,47,1,861.25,1,4,22,1,
4064,9348-ROUAI,1,Honeydew,95545,Female,0,1,1,59,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),90.3,5194.05,No,0,53,4617,,3,,24,1,2775.95,1,5,50,0,
4065,9443-JUBUO,1,Hoopa,95546,Male,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),65.25,4478.85,No,0,67,6412,,4,,51,0,0.0,1,9,24,1,
4066,3043-TYBNO,1,Kneeland,95549,Male,0,0,0,3,1,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,0,Mailed check,60.65,196.9,No,0,22,2111,,5,,11,1,67.47,0,0,43,0,
4067,4830-FAXFM,1,Korbel,95550,Male,0,0,1,19,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),24.1,439.2,No,0,35,2378,,4,,0,0,275.12,0,0,62,0,
4068,5906-BFOZT,1,Loleta,95551,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.5,19.5,No,0,21,3753,,5,,0,0,8.02,0,0,54,0,
4069,2960-NKRSO,1,Mad River,95552,Male,0,0,0,24,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,1,Electronic check,85.95,2107.15,No,0,52,5421,,3,,24,1,228.71999999999997,0,0,60,0,
4070,8996-ZROXE,1,Miranda,95553,Male,1,0,0,57,1,No,DSL,No,No,Yes,Yes,No,No,One year,1,Electronic check,53.5,3035.8,No,0,58,5521,,4,,24,1,1621.0800000000002,0,0,78,0,
4071,5598-IKHQQ,1,Myers Flat,95554,Female,0,0,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.45,1866.45,No,0,42,4118,,4,,0,0,486.0,0,0,39,0,
4072,0397-ZXWQF,1,Orick,95555,Male,0,0,0,67,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.5,1430.95,No,0,45,4416,,5,,0,0,3169.77,0,0,24,1,
4073,5266-PFRQK,1,Orleans,95556,Male,0,1,1,52,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.85,1071.6,No,0,56,4886,,4,,0,0,2052.96,1,2,47,0,
4074,4674-HGNUA,1,Petrolia,95558,Male,0,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),89.9,6457.15,No,0,57,4444,,3,,27,1,2224.43,1,6,57,0,
4075,6765-MBQNU,1,Phillipsville,95559,Female,0,1,0,26,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,26.0,684.05,No,0,20,2244,,5,,0,0,870.22,1,7,56,0,
4076,9786-IJYDL,1,Redway,95560,Female,0,0,0,35,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,113.2,3914.05,No,0,76,5723,,4,,8,1,1067.5,0,0,49,0,
4077,1303-SRDOK,1,Rio Dell,95562,Female,0,1,1,55,1,No,Fiber optic,No,No,No,No,No,No,Two year,1,Credit card (automatic),69.05,3842.6,No,0,67,4318,,3,,17,1,1532.8500000000001,1,3,52,0,
4078,3769-MHZNV,1,Salyer,95563,Female,0,1,1,33,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.1,670.35,No,0,25,3700,,3,,0,0,800.91,1,2,61,0,
4079,6295-OSINB,1,Samoa,95564,Male,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,109.65,7880.25,No,0,25,6181,,4,,73,0,496.08,1,2,20,1,
4080,3308-MHOOC,1,Scotia,95565,Male,0,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.2,19.2,No,0,76,3383,,3,,0,0,17.89,0,0,37,0,
4081,2207-QPJED,1,Somes Bar,95568,Female,1,1,0,37,1,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,0,Electronic check,90.0,3371.75,No,0,62,4048,,4,,19,1,577.1999999999999,1,8,66,0,
4082,4177-JPDFU,1,Redcrest,95569,Male,0,0,0,12,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,34.0,442.45,No,0,39,3215,,3,,6,1,0.0,0,0,35,0,
4083,2239-CFOUJ,1,Trinidad,95570,Male,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.4,20.4,No,0,54,4540,,4,,0,0,27.5,1,3,27,1,
4084,8046-DNVTL,1,Weott,95571,Male,0,1,0,62,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Credit card (automatic),38.6,2345.55,No,0,45,4558,,4,,29,1,0.0,1,8,56,0,
4085,2209-XADXF,1,Willow Creek,95573,Female,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),25.25,25.25,No,0,28,4831,,5,,15,0,0.0,0,0,40,0,
4086,6620-JDYNW,1,Leggett,95585,Female,0,0,0,18,1,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Mailed check,60.6,1156.35,No,0,74,4459,,3,,9,1,197.46,0,0,64,0,
4087,4770-UEZOX,1,Whitethorn,95589,Male,0,0,0,2,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.75,144.8,No,0,34,4545,,3,,52,1,87.12,0,0,19,1,
4088,1038-RQOST,1,Zenia,95595,Male,0,1,1,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.6,414.95,No,0,32,2276,,3,,0,0,89.3,1,6,43,0,
4089,4568-TTZRT,1,Auburn,95602,Male,0,0,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.4,181.8,No,0,21,5380,,5,,0,0,123.48,0,0,36,0,
4090,9513-DXHDA,1,Auburn,95603,Male,0,0,0,27,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Electronic check,81.7,2212.55,No,0,39,2445,,4,,4,1,1329.75,0,0,58,0,
4091,0516-QREYC,1,Capay,95607,Female,1,0,0,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.3,459.95,No,0,71,3740,,5,,0,0,441.36,0,0,78,0,
4092,8084-OIVBS,1,Clarksburg,95612,Female,0,0,0,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.0,211.95,No,0,53,3731,,4,,0,0,511.39000000000004,0,0,31,0,
